start_time,median_flux
1329.82972588, 139.03138733
1329.83111476, 138.45434570
1329.83250363, 138.36705017
1329.83389250, 138.15638733
1329.83528137, 138.67907715
1329.83667024, 138.26437378
1329.83805911, 138.46636963
1329.83944798, 138.41375732
1329.84083685, 138.24038696
1329.84222572, 137.93630981
1329.84361459, 138.37562561
1329.84500346, 137.97004700
1329.84639233, 138.23435974
1329.84778120, 138.15376282
1329.84917007, 138.14991760
1329.85055894, 138.06088257
1329.85194781, 138.02633667
1329.85333668, 137.94175720
1329.85472555, 137.75691223
1329.85611443, 138.08531189
1329.85750330, 138.00001526
1329.85889217, 138.01582336
1329.86028104, 138.24664307
1329.86166991, 138.21762085
1329.86305878, 137.94766235
1329.86444765, 137.73669434
1329.86583652, 137.63056946
1329.86722539, 137.72842407
1329.86861426, 137.52551270
1329.87000313, 137.68383789
1329.87139200, 137.15463257
1329.87278087, 137.65084839
1329.87416974, 137.17063904
1329.87555861, 137.57119751
1329.87694748, 137.23835754
1329.87833635, 137.46258545
1329.87972522, 137.43899536
1329.88111410, 137.29408264
1329.88250297, 137.11842346
1329.88389184, 137.02716064
1329.88528071, 137.17796326
1329.88666958, 137.13320923
1329.88805845, 136.96078491
1329.88944732, 136.89022827
1329.89083619, 136.68249512
1329.89222506, 136.92373657
1329.89361393, 136.78907776
1329.89500280, 136.78250122
1329.89639167, 136.59548950
1329.89778054, 136.78671265
1329.89916941, 136.49501038
1329.90055828, 136.32170105
1329.90194715, 136.73959351
1329.90333602, 136.31146240
1329.90472489, 136.17065430
1329.90611377, 136.55101013
1329.90750264, 136.08139038
1329.90889151, 136.19039917
1329.91028038, 135.97523499
1329.91166925, 136.26852417
1329.91305812, 136.30313110
1329.91444699, 136.38824463
1329.91583586, 135.98765564
1329.91722473, 135.98504639
1329.91861360, 135.84431458
1329.92000247, 135.68890381
1329.92139134, 135.72920227
1329.92278021, 135.82934570
1329.92416908, 135.39826965
1329.92555795, 135.59115601
1329.92694682, 135.46083069
1329.92833569, 135.51213074
1329.92972456, 135.38987732
1329.93111344, 135.45750427
1329.93250231, 135.27922058
1329.93389118, 135.32565308
1329.93528005, 135.11238098
1329.93666892, 135.04598999
1329.93805779, 135.05970764
1329.93944666, 135.06880188
1329.94083553, 135.21963501
1329.94222440, 134.87399292
1329.94361327, 135.14698792
1329.94500214, 134.82090759
1329.94639101, 134.67321777
1329.94777988, 134.50932312
1329.94916875, 134.74301147
1329.95055762, 134.43162537
1329.95194649, 134.45140076
1329.95333536, 134.63761902
1329.95472423, 134.26040649
1329.95611311, 134.36109924
1329.95750198, 134.47061157
1329.95889085, 133.89436340
1329.96027972, 134.33122253
1329.96166859, 134.23242188
1329.96305746, 134.03634644
1329.96444633, 134.28219604
1329.96583520, 134.18331909
1329.96722407, 133.98838806
1329.96861294, 134.11689758
1329.97000181, 133.80169678
1329.97139068, 133.94204712
1329.97277955, 133.62423706
1329.97416842, 133.60391235
1329.97555729, 133.65562439
1329.97694616, 133.74664307
1329.97833503, 133.40115356
1329.97972390, 133.20491028
1329.98111278, 133.30633545
1329.98250165, 133.32408142
1329.98389052, 133.20045471
1329.98527939, 133.37991333
1329.98666826, 133.50189209
1329.98805713, 133.46487427
1329.98944600, 132.83998108
1329.99083487, 133.33056641
1329.99222374, 133.73622131
1329.99361261, 133.21191406
1329.99500148, 133.15769958
1329.99639035, 133.03134155
1329.99777922, 133.72900391
1329.99916809, 133.10328674
1330.00055696, 132.58813477
1330.00194583, 132.99150085
1330.00333470, 133.03695679
1330.00472357, 132.95394897
1330.00611245, 132.95787048
1330.00750132, 133.04861450
1330.00889019, 132.61799622
1330.01027906, 132.53268433
1330.01166793, 132.61502075
1330.01305680, 132.96223450
1330.01444567, 132.94320679
1330.01583454, 132.86639404
1330.01722341, 132.82531738
1330.01861228, 132.70606995
1330.02000115, 132.67930603
1330.02139002, 132.77067566
1330.02277889, 132.73634338
1330.02416776, 132.65208435
1330.02555663, 132.46011353
1330.02694550, 132.64671326
1330.02833437, 132.61912537
1330.02972324, 132.65771484
1330.03111212, 132.58158875
1330.03250099, 132.67031860
1330.03388986, 132.76814270
1330.03527873, 132.45089722
1330.03666760, 132.76467896
1330.03805647, 132.73960876
1330.03944534, 132.46168518
1330.04083421, 132.42204285
1330.04222308, 132.24765015
1330.04361195, 132.40023804
1330.04500082, 132.33670044
1330.04638969, 132.48435974
1330.04777856, 132.72869873
1330.04916743, 132.80766296
1330.05055630, 132.48123169
1330.05194517, 132.68789673
1330.05333404, 132.84826660
1330.05472291, 132.47015381
1330.05611179, 132.42543030
1330.05750066, 132.64561462
1330.05888953, 132.59971619
1330.06027840, 132.47288513
1330.06166727, 132.70812988
1330.06305614, 132.17616272
1330.06444501, 132.39970398
1330.06583388, 132.58911133
1330.06722275, 132.70846558
1330.06861162, 132.60807800
1330.07000049, 132.66348267
1330.07138936, 132.58271790
1330.07277823, 132.54370117
1330.07416710, 133.40454102
1330.07555597, 133.03622437
1330.07694484, 132.65670776
1330.07833371, 132.83163452
1330.07972258, 132.65541077
1330.08111146, 132.84213257
1330.08250033, 132.78709412
1330.08388920, 132.60488892
1330.08527807, 132.69247437
1330.08666694, 132.94418335
1330.08805581, 132.85804749
1330.08944468, 132.84341431
1330.09083355, 132.66815186
1330.09222242, 132.92803955
1330.09361129, 132.66366577
1330.09500016, 133.00543213
1330.09638903, 133.01818848
1330.09777790, 132.92501831
1330.09916677, 132.84391785
1330.10055564, 132.93336487
1330.10194451, 133.03396606
1330.10333338, 133.15742493
1330.10472225, 133.04548645
1330.10611113, 132.90467834
1330.10750000, 132.83372498
1330.10888887, 133.02174377
1330.11027774, 132.97843933
1330.11166661, 133.16983032
1330.11305548, 133.12516785
1330.11444435, 133.25373840
1330.11583322, 133.30891418
1330.11722209, 133.03742981
1330.11861096, 133.10308838
1330.11999983, 133.13887024
1330.12138870, 133.04608154
1330.12277757, 133.29403687
1330.12416644, 133.26986694
1330.12555531, 133.33551025
1330.12694418, 133.37976074
1330.12833305, 133.26269531
1330.12972192, 133.13504028
1330.13111080, 133.55621338
1330.13249967, 133.71795654
1330.13388854, 133.83766174
1330.13527741, 133.40782166
1330.13666628, 133.63798523
1330.13805515, 133.57708740
1330.13944402, 133.38505554
1330.14083289, 133.61421204
1330.14222176, 133.22456360
1330.14361063, 133.15991211
1330.14499950, 133.43701172
1330.14638837, 133.41258240
1330.14777724, 133.60533142
1330.14916611, 133.56375122
1330.15055498, 133.69773865
1330.15194385, 133.95965576
1330.15333272, 133.52067566
1330.15472159, 133.53593445
1330.15611047, 133.74729919
1330.15749934, 133.67529297
1330.15888821, 133.91284180
1330.16027708, 133.64326477
1330.16166595, 133.98759460
1330.16305482, 133.88604736
1330.16444369, 133.69342041
1330.16583256, 133.75750732
1330.16722143, 133.88973999
1330.16861030, 133.59916687
1330.16999917, 133.96577454
1330.17138804, 133.84623718
1330.17277691, 133.96664429
1330.17416578, 134.09800720
1330.17555465, 133.84547424
1330.17694352, 133.85626221
1330.17833239, 133.61390686
1330.17972126, 133.85917664
1330.18111014, 134.15791321
1330.18249901, 134.26750183
1330.18388788, 133.81399536
1330.18527675, 133.94783020
1330.18666562, 133.97604370
1330.18805449, 133.85446167
1330.18944336, 133.88768005
1330.19083223, 133.84786987
1330.19222110, 134.24136353
1330.19360997, 133.87002563
1330.19499884, 133.95478821
1330.19638771, 134.03585815
1330.19777658, 134.19990540
1330.19916545, 134.12672424
1330.20055432, 133.83882141
1330.20194319, 134.02485657
1330.20333206, 134.35385132
1330.20472093, 134.33503723
1330.20610981, 134.03942871
1330.20749868, 134.04974365
1330.20888755, 134.01979065
1330.21027642, 133.90641785
1330.21166529, 133.82783508
1330.21305416, 133.87294006
1330.21444303, 134.07081604
1330.21583190, 134.09419250
1330.21722077, 133.91813660
1330.21860964, 134.01744080
1330.21999851, 134.07539368
1330.22138738, 133.85647583
1330.22277625, 134.21347046
1330.22416512, 133.90220642
1330.22555399, 133.89912415
1330.22694286, 133.91848755
1330.22833173, 133.99992371
1330.22972060, 133.90226746
1330.23110948, 133.83457947
1330.23249835, 133.93449402
1330.23388722, 133.94145203
1330.23527609, 133.89814758
1330.23666496, 133.74174500
1330.23805383, 133.64732361
1330.23944270, 133.78282166
1330.24083157, 133.53868103
1330.24222044, 133.55239868
1330.24360931, 133.46617126
1330.24499818, 133.73426819
1330.24638705, 133.72752380
1330.24777592, 133.37263489
1330.24916479, 133.49903870
1330.25055366, 133.41758728
1330.25194253, 133.36938477
1330.25333140, 133.23843384
1330.25472027, 133.11683655
1330.25610915, 133.29600525
1330.25749802, 133.20533752
1330.25888689, 133.08966064
1330.26027576, 133.18693542
1330.26166463, 133.04118347
1330.26305350, 132.86901855
1330.26444237, 133.20568848
1330.26583124, 132.92161560
1330.26722011, 132.97404480
1330.26860898, 132.75291443
1330.26999785, 132.82470703
1330.27138672, 132.96711731
1330.27277559, 132.67794800
1330.27416446, 132.77679443
1330.27555333, 132.47590637
1330.27694220, 132.63023376
1330.27833107, 132.28163147
1330.27971994, 132.31884766
1330.28110882, 132.39097595
1330.28249769, 132.45611572
1330.28388656, 132.22502136
1330.28527543, 132.53051758
1330.28666430, 132.04345703
1330.28805317, 131.97360229
1330.28944204, 132.07473755
1330.29083091, 131.83842468
1330.29221978, 131.91058350
1330.29360865, 131.92854309
1330.29499752, 131.86209106
1330.29638639, 131.80638123
1330.29777526, 131.73869324
1330.29916413, 131.72387695
1330.30055300, 131.76287842
1330.30194187, 131.48286438
1330.30333074, 131.62167358
1330.30471961, 131.46870422
1330.30610849, 131.71723938
1330.30749736, 131.31393433
1330.30888623, 131.30158997
1330.31027510, 131.33480835
1330.31166397, 131.11483765
1330.31305284, 131.09744263
1330.31444171, 131.24140930
1330.31583058, 131.19845581
1330.31721945, 130.85671997
1330.31860832, 131.01165771
1330.31999719, 130.77584839
1330.32138606, 130.93562317
1330.32277493, 131.12145996
1330.32416380, 130.69018555
1330.32555267, 130.78425598
1330.32694154, 130.84709167
1330.32833041, 130.49230957
1330.32971928, 130.57832336
1330.33110815, 130.58857727
1330.33249703, 130.63470459
1330.33388590, 130.71929932
1330.33527477, 130.59162903
1330.33666364, nan
1330.33805251, nan
1330.33944138, nan
1330.34083025, 132.59786987
1330.34221912, 130.97198486
1330.34360799, 130.64190674
1330.34499686, 130.21235657
1330.34638573, 130.04478455
1330.34777460, 130.33392334
1330.34916347, 130.11677551
1330.35055234, 130.09913635
1330.35194121, 130.07933044
1330.35333008, 130.11343384
1330.35471895, 130.27532959
1330.35610782, 130.16627502
1330.35749670, 129.82844543
1330.35888557, 130.07829285
1330.36027444, 129.99665833
1330.36166331, 129.88020325
1330.36305218, 129.85218811
1330.36444105, 129.67498779
1330.36582992, 129.84060669
1330.36721879, 129.84695435
1330.36860766, 129.57104492
1330.36999653, 129.62284851
1330.37138540, 129.51008606
1330.37277427, 129.56224060
1330.37416314, 129.58410645
1330.37555201, 129.51036072
1330.37694088, 129.59927368
1330.37832975, 129.74191284
1330.37971862, 129.63671875
1330.38110749, 129.49302673
1330.38249637, 129.53263855
1330.38388524, 129.42352295
1330.38527411, 129.32237244
1330.38666298, 129.56904602
1330.38805185, 129.53350830
1330.38944072, 129.51170349
1330.39082959, 129.25564575
1330.39221846, 129.32073975
1330.39360733, 129.56887817
1330.39499620, 129.30186462
1330.39638507, 129.21234131
1330.39777394, 129.38783264
1330.39916281, 129.33131409
1330.40055168, 129.25193787
1330.40194055, 129.38162231
1330.40332942, 129.45582581
1330.40471829, 129.45034790
1330.40610716, 129.14398193
1330.40749603, 129.22660828
1330.40888491, 129.06341553
1330.41027378, 129.35340881
1330.41166265, 129.25935364
1330.41305152, 129.40596008
1330.41444039, 128.90232849
1330.41582926, 129.18655396
1330.41721813, 129.39091492
1330.41860700, 129.55335999
1330.41999587, 129.03906250
1330.42138474, 129.25514221
1330.42277361, 129.37164307
1330.42416248, 129.36799622
1330.42555135, 129.37257385
1330.42694022, 129.29216003
1330.42832909, 129.35418701
1330.42971796, 129.26678467
1330.43110683, 129.33099365
1330.43249570, 129.38832092
1330.43388458, 129.22984314
1330.43527345, 129.20504761
1330.43666232, 129.26347351
1330.43805119, 129.23925781
1330.43944006, 129.43898010
1330.44082893, 129.18846130
1330.44221780, 129.39967346
1330.44360667, 129.22763062
1330.44499554, 129.40391541
1330.44638441, 129.33735657
1330.44777328, 129.42979431
1330.44916215, 129.37709045
1330.45055102, 129.25976562
1330.45193989, 129.45660400
1330.45332876, 129.34387207
1330.45471763, 129.40008545
1330.45610650, 129.36444092
1330.45749537, 129.54428101
1330.45888425, 129.36956787
1330.46027312, 129.42251587
1330.46166199, 129.43553162
1330.46305086, 129.32432556
1330.46443973, 129.63137817
1330.46582860, 129.59251404
1330.46721747, 129.63403320
1330.46860634, 129.69172668
1330.46999521, 129.55955505
1330.47138408, 129.60397339
1330.47277295, 129.51516724
1330.47416182, 129.59983826
1330.47555069, 129.60084534
1330.47693956, 129.53356934
1330.47832843, 129.53562927
1330.47971730, 129.80354309
1330.48110617, 129.88050842
1330.48249504, 129.46864319
1330.48388391, 129.84863281
1330.48527279, 129.82632446
1330.48666166, 129.60966492
1330.48805053, 129.88471985
1330.48943940, 129.97648621
1330.49082827, 129.94602966
1330.49221714, 130.03155518
1330.49360601, 130.04267883
1330.49499488, 130.02531433
1330.49638375, 130.09692383
1330.49777262, 130.19007874
1330.49916149, 130.11480713
1330.50055036, 130.07907104
1330.50193923, 130.08390808
1330.50332810, 130.45074463
1330.50471697, 130.34167480
1330.50610584, 130.60246277
1330.50749471, 130.61218262
1330.50888358, 130.47798157
1330.51027246, 130.35000610
1330.51166133, 130.48799133
1330.51305020, 130.46678162
1330.51443907, 130.49859619
1330.51582794, 130.42918396
1330.51721681, 130.71353149
1330.51860568, 130.63346863
1330.51999455, 130.79029846
1330.52138342, 130.49710083
1330.52277229, 130.84135437
1330.52416116, 130.88157654
1330.52555003, 130.92729187
1330.52693890, 131.24427795
1330.52832777, 130.85237122
1330.52971664, 131.09037781
1330.53110551, 131.12741089
1330.53249438, 131.24206543
1330.53388325, 131.04719543
1330.53527212, 131.03271484
1330.53666100, 131.42918396
1330.53804987, 131.62522888
1330.53943874, 131.57086182
1330.54082761, 131.35403442
1330.54221648, 131.55078125
1330.54360535, 131.92494202
1330.54499422, 131.86758423
1330.54638309, 131.90686035
1330.54777196, 131.92327881
1330.54916083, 131.91387939
1330.55054970, 131.88296509
1330.55193857, 132.11352539
1330.55332744, 132.26785278
1330.55471631, 131.90193176
1330.55610518, 131.91601562
1330.55749405, 132.35316467
1330.55888292, 132.44967651
1330.56027179, 132.35694885
1330.56166066, 132.34867859
1330.56304954, 132.82910156
1330.56443841, 132.49816895
1330.56582728, 132.49064636
1330.56721615, 132.57072449
1330.56860502, 132.60671997
1330.56999389, 132.69630432
1330.57138276, 132.98454285
1330.57277163, 132.75216675
1330.57416050, 132.80625916
1330.57554937, 133.29356384
1330.57693824, 133.10505676
1330.57832711, 133.00741577
1330.57971598, 133.00521851
1330.58110485, 133.10597229
1330.58249372, 133.47799683
1330.58388259, 133.37339783
1330.58527146, 133.27139282
1330.58666033, 133.44723511
1330.58804921, 133.46823120
1330.58943808, 133.42938232
1330.59082695, 133.46846008
1330.59221582, 133.63691711
1330.59360469, 133.68553162
1330.59499356, 133.77500916
1330.59638243, 133.68589783
1330.59777130, 133.85342407
1330.59916017, 133.98353577
1330.60054904, 133.90043640
1330.60193791, 134.04681396
1330.60332678, 133.93170166
1330.60471565, 133.73480225
1330.60610452, 134.36105347
1330.60749339, 134.12284851
1330.60888226, 134.52598572
1330.61027113, 134.13967896
1330.61166000, 134.15628052
1330.61304887, 134.52020264
1330.61443775, 134.65612793
1330.61582662, 134.42932129
1330.61721549, 134.58755493
1330.61860436, 134.47232056
1330.61999323, 134.51675415
1330.62138210, 134.82492065
1330.62277097, 134.55361938
1330.62415984, 134.72540283
1330.62554871, 134.61358643
1330.62693758, 134.43231201
1330.62832645, 134.79862976
1330.62971532, 134.79312134
1330.63110419, 134.68472290
1330.63249306, 134.66429138
1330.63388193, 134.60794067
1330.63527080, 134.56733704
1330.63665967, 134.86903381
1330.63804854, 135.03709412
1330.63943741, 134.79040527
1330.64082629, 134.96726990
1330.64221516, 135.04766846
1330.64360403, 134.83624268
1330.64499290, 134.77316284
1330.64638177, 134.94764709
1330.64777064, 135.16070557
1330.64915951, 135.14764404
1330.65054838, 135.11312866
1330.65193725, 134.84486389
1330.65332612, 135.12622070
1330.65471499, 134.94068909
1330.65610386, 135.08987427
1330.65749273, 134.79837036
1330.65888160, 134.98432922
1330.66027047, 135.05459595
1330.66165934, 135.19865417
1330.66304821, 135.13191223
1330.66443708, 135.01435852
1330.66582595, 135.27005005
1330.66721483, 135.13407898
1330.66860370, 135.34233093
1330.66999257, 135.43157959
1330.67138144, 135.20248413
1330.67277031, 135.04682922
1330.67415918, 134.98593140
1330.67554805, 135.13917542
1330.67693692, 135.17848206
1330.67832579, 134.95349121
1330.67971466, 134.76652527
1330.68110353, 135.41371155
1330.68249240, 134.96415710
1330.68388127, 134.96044922
1330.68527014, 134.88133240
1330.68665901, 135.02822876
1330.68804788, 135.09057617
1330.68943675, 134.96301270
1330.69082562, 135.08686829
1330.69221449, 135.00273132
1330.69360337, 134.76272583
1330.69499224, 134.86015320
1330.69638111, 134.88705444
1330.69776998, 135.17065430
1330.69915885, 135.00422668
1330.70054772, 134.97766113
1330.70193659, 135.17823792
1330.70332546, 135.11111450
1330.70471433, 134.92953491
1330.70610320, 135.11602783
1330.70749207, 134.88638306
1330.70888094, 135.13395691
1330.71026981, 134.72219849
1330.71165868, 134.79269409
1330.71304755, 134.63056946
1330.71443642, 134.93585205
1330.71582529, 134.73251343
1330.71721416, 135.05378723
1330.71860304, 135.04724121
1330.71999191, 134.79750061
1330.72138078, 135.03665161
1330.72276965, 134.91271973
1330.72415852, 135.03015137
1330.72554739, 135.12760925
1330.72693626, 135.17257690
1330.72832513, 134.82766724
1330.72971400, 134.77890015
1330.73110287, 134.70938110
1330.73249174, 135.07034302
1330.73388061, 135.16032410
1330.73526948, 134.90153503
1330.73665835, 134.78851318
1330.73804722, 134.85864258
1330.73943609, 134.72578430
1330.74082496, 134.57966614
1330.74221383, 134.85600281
1330.74360270, 135.04222107
1330.74499158, 134.84132385
1330.74638045, 134.78883362
1330.74776932, 134.51234436
1330.74915819, 134.83212280
1330.75054706, 134.77906799
1330.75193593, 134.69398499
1330.75332480, 134.56085205
1330.75471367, 134.82029724
1330.75610254, 135.03428650
1330.75749141, 134.60821533
1330.75888028, 134.66511536
1330.76026915, 134.60278320
1330.76165802, 134.47084045
1330.76304689, 134.55024719
1330.76443576, 134.84794617
1330.76582463, 134.89129639
1330.76721350, 134.45112610
1330.76860237, 134.74740601
1330.76999124, 134.67726135
1330.77138011, 134.55552673
1330.77276899, 134.80676270
1330.77415786, 134.68418884
1330.77554673, 134.46104431
1330.77693560, 134.44833374
1330.77832447, 134.48492432
1330.77971334, 134.73046875
1330.78110221, 134.32180786
1330.78249108, 134.51675415
1330.78387995, 134.74182129
1330.78526882, 134.44096375
1330.78665769, 134.50451660
1330.78804656, 134.73899841
1330.78943543, 134.52522278
1330.79082430, 134.39782715
1330.79221317, 134.35073853
1330.79360204, 134.14210510
1330.79499091, 134.52708435
1330.79637978, 134.53927612
1330.79776865, 134.51336670
1330.79915753, 134.40513611
1330.80054640, 134.41691589
1330.80193527, 134.27882385
1330.80332414, 134.43676758
1330.80471301, 134.60061646
1330.80610188, 134.28327942
1330.80749075, 134.58140564
1330.80887962, 134.42837524
1330.81026849, 134.55999756
1330.81165736, 134.07620239
1330.81304623, 134.65272522
1330.81443510, 134.45565796
1330.81582397, 134.51017761
1330.81721284, 134.29960632
1330.81860171, 134.41975403
1330.81999058, 134.60311890
1330.82137945, 134.51733398
1330.82276832, 134.81462097
1330.82415719, 134.48774719
1330.82554607, 134.43440247
1330.82693494, 134.39578247
1330.82832381, 134.79109192
1330.82971268, 134.43063354
1330.83110155, 134.42485046
1330.83249042, 134.05165100
1330.83387929, 134.30563354
1330.83526816, 134.05241394
1330.83665703, 134.12193298
1330.83804590, 134.55151367
1330.83943477, 134.08642578
1330.84082364, 133.95759583
1330.84221251, 134.06283569
1330.84360138, 134.26908875
1330.84499025, 133.81948853
1330.84637912, 134.03564453
1330.84776799, 133.99310303
1330.84915686, 134.11563110
1330.85054573, 134.42926025
1330.85193461, 134.19273376
1330.85332348, 134.32304382
1330.85471235, 134.12248230
1330.85610122, 134.44064331
1330.85749009, 134.38166809
1330.85887896, 134.33868408
1330.86026783, 134.08331299
1330.86165670, 134.09799194
1330.86304557, 133.68249512
1330.86443444, 134.02148438
1330.86582331, 134.12385559
1330.86721218, 134.14622498
1330.86860105, 134.12052917
1330.86998992, 133.50270081
1330.87137879, 133.64155579
1330.87276766, 133.76875305
1330.87415653, 133.86506653
1330.87554540, 133.59530640
1330.87693427, 133.92074585
1330.87832314, 133.92088318
1330.87971202, 133.48820496
1330.88110089, 133.85023499
1330.88248976, 133.31906128
1330.88387863, 133.62107849
1330.88526750, 133.52886963
1330.88665637, 133.21444702
1330.88804524, 133.40660095
1330.88943411, 133.61779785
1330.89082298, 133.84419250
1330.89221185, 133.11653137
1330.89360072, 133.11772156
1330.89498959, 133.46856689
1330.89637846, 133.08961487
1330.89776733, 133.10937500
1330.89915620, 132.96186829
1330.90054507, 133.07704163
1330.90193394, 133.03109741
1330.90332281, 132.94813538
1330.90471168, 132.57376099
1330.90610056, 132.81135559
1330.90748943, 132.86068726
1330.90887830, 132.78149414
1330.91026717, 132.80780029
1330.91165604, 132.94198608
1330.91304491, 132.50440979
1330.91443378, 132.32913208
1330.91582265, 132.47212219
1330.91721152, 132.70359802
1330.91860039, 132.43504333
1330.91998926, 132.20683289
1330.92137813, 132.22554016
1330.92276700, 132.31809998
1330.92415587, 132.33061218
1330.92554474, 132.28314209
1330.92693361, 132.30491638
1330.92832248, 132.08180237
1330.92971135, 131.87324524
1330.93110022, 131.82273865
1330.93248909, 132.15553284
1330.93387797, 131.75260925
1330.93526684, 131.70037842
1330.93665571, 132.01393127
1330.93804458, 131.79545593
1330.93943345, 131.78797913
1330.94082232, 131.85513306
1330.94221119, 131.69816589
1330.94360006, 131.70426941
1330.94498893, 131.63081360
1330.94637780, 131.76725769
1330.94776667, 131.59603882
1330.94915554, 131.67083740
1330.95054441, 131.35826111
1330.95193328, 131.25546265
1330.95332215, 131.49551392
1330.95471102, 131.10601807
1330.95609989, 131.54887390
1330.95748876, 131.23942566
1330.95887763, 131.25025940
1330.96026650, 131.20289612
1330.96165538, 130.91717529
1330.96304425, 130.87252808
1330.96443312, 131.18695068
1330.96582199, 131.16625977
1330.96721086, 130.93939209
1330.96859973, 131.11389160
1330.96998860, 130.71398926
1330.97137747, 130.96701050
1330.97276634, 130.44259644
1330.97415521, 130.86270142
1330.97554408, 130.82006836
1330.97693295, 130.87648010
1330.97832182, 130.43730164
1330.97971069, 130.68493652
1330.98109956, 130.96537781
1330.98248843, 130.88545227
1330.98387730, 130.59614563
1330.98526617, 130.79231262
1330.98665504, 130.55783081
1330.98804392, 130.58847046
1330.98943279, 130.50425720
1330.99082166, 130.81665039
1330.99221053, 130.44384766
1330.99359940, 130.41525269
1330.99498827, 130.43614197
1330.99637714, 130.67439270
1330.99776601, 130.36662292
1330.99915488, 130.24176025
1331.00054375, 130.27075195
1331.00193262, 130.27772522
1331.00332149, 130.39208984
1331.00471036, 130.12289429
1331.00609923, 130.50030518
1331.00748810, 130.16783142
1331.00887697, 130.45950317
1331.01026584, 130.40017700
1331.01165471, 130.19981384
1331.01304358, 129.91561890
1331.01443245, 130.26077271
1331.01582133, 130.53987122
1331.01721020, 130.19532776
1331.01859907, 130.32629395
1331.01998794, 130.50375366
1331.02137681, 130.18234253
1331.02276568, 130.52021790
1331.02415455, 130.43899536
1331.02554342, 130.06697083
1331.02693229, 130.51205444
1331.02832116, 130.21153259
1331.02971003, 130.30374146
1331.03109890, 130.13447571
1331.03248777, 130.20321655
1331.03387664, 130.31709290
1331.03526551, 130.44892883
1331.03665438, 130.39065552
1331.03804325, 130.46751404
1331.03943212, 130.16990662
1331.04082099, 130.46539307
1331.04220986, 130.23243713
1331.04359874, 130.32977295
1331.04498761, 129.88720703
1331.04637648, 130.28613281
1331.04776535, 130.29299927
1331.04915422, 130.51821899
1331.05054309, 130.64913940
1331.05193196, 130.24026489
1331.05332083, 130.24531555
1331.05470970, 130.30575562
1331.05609857, 130.13983154
1331.05748744, 129.88319397
1331.05887631, 129.82723999
1331.06026518, 130.68888855
1331.06165405, 130.05807495
1331.06304292, 130.23356628
1331.06443179, 130.32077026
1331.06582066, 130.50038147
1331.06720953, 130.26657104
1331.06859840, 130.47238159
1331.06998727, 130.38163757
1331.07137615, 130.00834656
1331.07276502, 130.56779480
1331.07415389, 130.44291687
1331.07554276, 130.11950684
1331.07693163, 130.03359985
1331.07832050, 130.34716797
1331.07970937, 130.29063416
1331.08109824, 130.39036560
1331.08248711, 130.57865906
1331.08387598, 130.20310974
1331.08526485, 130.30932617
1331.08665372, 130.45420837
1331.08804259, 130.31127930
1331.08943146, 130.36975098
1331.09082033, 130.56620789
1331.09220920, 130.19912720
1331.09359807, 130.33184814
1331.09498694, 130.67402649
1331.09637581, 130.65112305
1331.09776468, 130.52236938
1331.09915356, 130.55815125
1331.10054243, 130.69720459
1331.10193130, 130.58959961
1331.10332017, 130.37396240
1331.10470904, 130.65577698
1331.10609791, 130.93908691
1331.10748678, 130.63775635
1331.10887565, 130.44476318
1331.11026452, 130.51400757
1331.11165339, 130.80456543
1331.11304226, 130.72003174
1331.11443113, 130.38618469
1331.11582000, 130.75320435
1331.11720887, 130.78010559
1331.11859774, 130.52125549
1331.11998661, 130.80937195
1331.12137548, 130.76490784
1331.12276435, 130.74298096
1331.12415322, 130.91432190
1331.12554209, 131.00987244
1331.12693096, 131.26057434
1331.12831984, 130.78823853
1331.12970871, 130.77667236
1331.13109758, 130.38708496
1331.13248645, 131.01870728
1331.13387532, 131.04307556
1331.13526419, 130.46902466
1331.13665306, 130.94839478
1331.13804193, 130.74713135
1331.13943080, 130.79029846
1331.14081967, 131.04228210
1331.14220854, 130.79246521
1331.14359741, 130.90109253
1331.14498628, 131.05769348
1331.14637515, 130.92799377
1331.14776402, 131.17027283
1331.14915289, 130.94206238
1331.15054176, 131.07182312
1331.15193063, 130.90365601
1331.15331950, 131.19303894
1331.15470837, 131.04853821
1331.15609725, 130.98948669
1331.15748612, 131.35496521
1331.15887499, 131.12915039
1331.16026386, 130.73689270
1331.16165273, 131.14418030
1331.16304160, 130.81301880
1331.16443047, 131.21368408
1331.16581934, 131.28698730
1331.16720821, 131.23953247
1331.16859708, 131.10870361
1331.16998595, 131.26107788
1331.17137482, 131.11665344
1331.17276369, 131.22554016
1331.17415256, 131.11483765
1331.17554143, 131.44787598
1331.17693030, 131.00027466
1331.17831917, 131.28916931
1331.17970804, 131.24017334
1331.18109691, 131.22531128
1331.18248578, 131.22558594
1331.18387465, 131.13096619
1331.18526353, 131.17716980
1331.18665240, 131.33705139
1331.18804127, 131.33035278
1331.18943014, 131.47518921
1331.19081901, 131.40577698
1331.19220788, 131.18470764
1331.19359675, 131.38745117
1331.19498562, 131.25765991
1331.19637449, 131.29904175
1331.19776336, 131.15881348
1331.19915223, 131.20567322
1331.20054110, 131.20974731
1331.20192997, 131.31336975
1331.20331884, 131.07832336
1331.20470771, 130.84605408
1331.20609658, 131.49981689
1331.20748545, 131.17208862
1331.20887432, 131.31262207
1331.21026319, 131.25613403
1331.21165206, 131.24240112
1331.21304094, 131.19308472
1331.21442981, 131.37013245
1331.21581868, 131.35733032
1331.21720755, 131.05174255
